"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"Ukraine","2012","Articles of rare earths/metals nes","Export","2065707","8575","Weight in kilograms","8575"
"Ukraine","2011","Articles of rare earths/metals nes","Import","442544","5135","Weight in kilograms","5135"
"Ukraine","2011","Articles of rare earths/metals nes","Export","7583889","25052","Weight in kilograms","25052"
"Ukraine","2010","Articles of rare earths/metals nes","Import","726388","10081","Weight in kilograms","10081"
"Ukraine","2010","Articles of rare earths/metals nes","Export","5698901","21198","Weight in kilograms","21198"
"Ukraine","2009","Articles of rare earths/metals nes","Import","601872","8643","Weight in kilograms","8643"
"Ukraine","2009","Articles of rare earths/metals nes","Export","3293873","12422","Weight in kilograms","12422"
"Ukraine","2008","Articles of rare earths/metals nes","Import","134780","125","Weight in kilograms","125"
"Ukraine","2008","Articles of rare earths/metals nes","Export","2716010","11830","Weight in kilograms","11830"
"Ukraine","2007","Articles of rare earths/metals nes","Import","1017773","20318","Weight in kilograms","20318"
"Ukraine","2007","Articles of rare earths/metals nes","Export","2450702","14020","Weight in kilograms","14020"
"Ukraine","2006","Articles of rare earths/metals nes","Import","121075","5001","Weight in kilograms","5001"
"Ukraine","2006","Articles of rare earths/metals nes","Export","3667468","14785","Weight in kilograms","14785"
"Ukraine","2005","Articles of rare earths/metals nes","Import","200","0","Weight in kilograms","0"
"Ukraine","2005","Articles of rare earths/metals nes","Export","6826635","22475","Weight in kilograms","22475"
"Ukraine","2004","Articles of rare earths/metals nes","Import","24600","51","Weight in kilograms","51"
"Ukraine","2004","Articles of rare earths/metals nes","Export","4370180","18538","Weight in kilograms","18538"
"Ukraine","2003","Articles of rare earths/metals nes","Import","53330","84","Weight in kilograms","84"
"Ukraine","2003","Articles of rare earths/metals nes","Export","1846460","7078","Weight in kilograms","7078"
"Ukraine","2002","Articles of rare earths/metals nes","Import","162400","5001","Weight in kilograms","5001"
"Ukraine","2002","Articles of rare earths/metals nes","Export","280070","1300","Weight in kilograms","1300"
"Ukraine","2001","Articles of rare earths/metals nes","Import","159550","5020","Weight in kilograms","5020"
"Ukraine","2001","Articles of rare earths/metals nes","Export","81120","1335","Weight in kilograms","1335"
"Ukraine","2000","Articles of rare earths/metals nes","Import","910","5","Weight in kilograms","5"
"Ukraine","2000","Articles of rare earths/metals nes","Export","221450","1748","Weight in kilograms","1748"
"Ukraine","1999","Articles of rare earths/metals nes","Import","309","3","Weight in kilograms","3"
"Ukraine","1999","Articles of rare earths/metals nes","Export","135199","1351","Weight in kilograms","1351"
"Ukraine","1998","Articles of rare earths/metals nes","Export","724896","5721","Weight in kilograms","5721"
"Ukraine","1997","Articles of rare earths/metals nes","Import","6899","4","Weight in kilograms","4"
"Ukraine","1997","Articles of rare earths/metals nes","Export","36587","122","Weight in kilograms","122"
"Ukraine","1996","Articles of rare earths/metals nes","Import","30029","85","Weight in kilograms","85"
"United Arab Emirates","2018","Articles of rare earths/metals nes","Import","98237.622783924","1232.34142098972","Weight in kilograms","1232.34142098972"
"United Arab Emirates","2018","Articles of rare earths/metals nes","Export","48589.828366833","887","Weight in kilograms","887"
"United Arab Emirates","2018","Articles of rare earths/metals nes","Re-Export","48589.828366833","887","Weight in kilograms","887"
"United Arab Emirates","2017","Articles of rare earths/metals nes","Import","164756.385992","808","Weight in kilograms","808"
"United Arab Emirates","2017","Articles of rare earths/metals nes","Export","147724.396292","312","Weight in kilograms","312"
"United Arab Emirates","2017","Articles of rare earths/metals nes","Re-Export","147724.396292","312","Weight in kilograms","312"
"United Arab Emirates","2016","Articles of rare earths/metals nes","Import","7057.29410848","23.6","Weight in kilograms","23.6"
"United Arab Emirates","2016","Articles of rare earths/metals nes","Export","9173.41059184","7","Weight in kilograms","7"
"United Arab Emirates","2016","Articles of rare earths/metals nes","Re-Export","9173.41059184","7","Weight in kilograms","7"
"United Arab Emirates","2015","Articles of rare earths/metals nes","Import","405000.21405074","916.33","Weight in kilograms","916.33"
"United Arab Emirates","2015","Articles of rare earths/metals nes","Export","707811.7928277","663.5","Weight in kilograms","663.5"
"United Arab Emirates","2015","Articles of rare earths/metals nes","Re-Export","707811.7928277","663.5","Weight in kilograms","663.5"
"United Arab Emirates","2014","Articles of rare earths/metals nes","Import","237782.92474376","1110.23","Weight in kilograms","1110.23"
"United Arab Emirates","2014","Articles of rare earths/metals nes","Export","16864.6922664","206","Weight in kilograms","206"
"United Arab Emirates","2014","Articles of rare earths/metals nes","Re-Export","16864.6922664","206","Weight in kilograms","206"
"United Arab Emirates","2013","Articles of rare earths/metals nes","Import","247973.87895302","735.19","Weight in kilograms","735.19"
"United Arab Emirates","2013","Articles of rare earths/metals nes","Export","3067.0243131","6","Weight in kilograms","6"
"United Arab Emirates","2013","Articles of rare earths/metals nes","Re-Export","3067.0243131","6","Weight in kilograms","6"
"United Arab Emirates","2012","Articles of rare earths/metals nes","Import","378566","3714","Weight in kilograms","3714"
"United Arab Emirates","2012","Articles of rare earths/metals nes","Export","8360","939","Weight in kilograms","939"
"United Arab Emirates","2012","Articles of rare earths/metals nes","Re-Export","8360","939","Weight in kilograms","939"
"United Arab Emirates","2008","Articles of rare earths/metals nes","Import","17609","3","Weight in kilograms","3"
"United Arab Emirates","2007","Articles of rare earths/metals nes","Import","22236","904","Weight in kilograms","904"
"United Arab Emirates","2005","Articles of rare earths/metals nes","Import","405","150","Weight in kilograms","150"
"United Kingdom","2018","Articles of rare earths/metals nes","Import","8010515.49330674","94733.1075502444","Weight in kilograms","94733.1075502444"
"United Kingdom","2018","Articles of rare earths/metals nes","Export","9391210.86864849","55957.4579361891","Weight in kilograms","55957.4579361891"
"United Kingdom","2017","Articles of rare earths/metals nes","Import","6549085.91942176","83413.2447620201","Weight in kilograms","83413.2447620201"
"United Kingdom","2017","Articles of rare earths/metals nes","Export","15080864.7209678","19358.620115327","Weight in kilograms","19358.620115327"
"United Kingdom","2017","Articles of rare earths/metals nes","Re-Import","21470.24154496","103.244762020056","Weight in kilograms","103.244762020056"
"United Kingdom","2016","Articles of rare earths/metals nes","Import","6004964","16527","Weight in kilograms","16527"
"United Kingdom","2016","Articles of rare earths/metals nes","Export","5084613","11772","Weight in kilograms","11772"
"United Kingdom","2016","Articles of rare earths/metals nes","Re-Import","4398","13","Weight in kilograms","13"
"United Kingdom","2015","Articles of rare earths/metals nes","Import","3447282","31268","Weight in kilograms","31268"
"United Kingdom","2015","Articles of rare earths/metals nes","Export","5279363","11708","Weight in kilograms","11708"
"United Kingdom","2014","Articles of rare earths/metals nes","Import","9488045","130748","Weight in kilograms","130748"
"United Kingdom","2014","Articles of rare earths/metals nes","Export","1789597","5483","Weight in kilograms","5483"
"United Kingdom","2014","Articles of rare earths/metals nes","Re-Import","4804","10","Weight in kilograms","10"
"United Kingdom","2013","Articles of rare earths/metals nes","Import","8320757","88053","Weight in kilograms","88053"
"United Kingdom","2013","Articles of rare earths/metals nes","Export","3033515","126132","Weight in kilograms","126132"
"United Kingdom","2012","Articles of rare earths/metals nes","Import","12926001","406715","Weight in kilograms","406715"
"United Kingdom","2012","Articles of rare earths/metals nes","Export","2568827","11070","Weight in kilograms","11070"
"United Kingdom","2011","Articles of rare earths/metals nes","Import","17508342","61975","Weight in kilograms","61975"
"United Kingdom","2011","Articles of rare earths/metals nes","Export","5319982","92204","Weight in kilograms","92204"
"United Kingdom","2010","Articles of rare earths/metals nes","Import","9103604","153467","Weight in kilograms","153467"
"United Kingdom","2010","Articles of rare earths/metals nes","Export","2799684","15924","Weight in kilograms","15924"
"United Kingdom","2010","Articles of rare earths/metals nes","Re-Import","2399","8","Weight in kilograms","8"
"United Kingdom","2009","Articles of rare earths/metals nes","Import","16864547","56570","Weight in kilograms","56570"
"United Kingdom","2009","Articles of rare earths/metals nes","Export","2239336","34906","Weight in kilograms","34906"
"United Kingdom","2008","Articles of rare earths/metals nes","Import","12418233","265668","Weight in kilograms","265668"
"United Kingdom","2008","Articles of rare earths/metals nes","Export","6479263","143765","Weight in kilograms","143765"
"United Kingdom","2007","Articles of rare earths/metals nes","Import","6574945","121240","Weight in kilograms","121240"
"United Kingdom","2007","Articles of rare earths/metals nes","Export","4700772","122890","Weight in kilograms","122890"
"United Kingdom","2007","Articles of rare earths/metals nes","Re-Import","11876","28","Weight in kilograms","28"
"United Kingdom","2006","Articles of rare earths/metals nes","Import","5327705","41551","Weight in kilograms","41551"
"United Kingdom","2006","Articles of rare earths/metals nes","Export","1118202","9242","Weight in kilograms","9242"
"United Kingdom","2006","Articles of rare earths/metals nes","Re-Import","3853","5","Weight in kilograms","5"
"United Kingdom","2005","Articles of rare earths/metals nes","Import","2184808","51899","Weight in kilograms","51899"
"United Kingdom","2005","Articles of rare earths/metals nes","Export","482541","1791","Weight in kilograms","1791"
"United Kingdom","2004","Articles of rare earths/metals nes","Import","3177195","368782","Weight in kilograms","368782"
"United Kingdom","2004","Articles of rare earths/metals nes","Export","716619","56653","Weight in kilograms","56653"
"United Kingdom","2004","Articles of rare earths/metals nes","Re-Import","5619","31","Weight in kilograms","31"
"United Kingdom","2003","Articles of rare earths/metals nes","Import","2030869","57350","Weight in kilograms","57350"
"United Kingdom","2003","Articles of rare earths/metals nes","Export","1070354","69430","Weight in kilograms","69430"
"United Kingdom","2002","Articles of rare earths/metals nes","Import","1278963","31854","Weight in kilograms","31854"
"United Kingdom","2002","Articles of rare earths/metals nes","Export","1392910","269983","Weight in kilograms","269983"
"United Kingdom","2002","Articles of rare earths/metals nes","Re-Import","1464","3","Weight in kilograms","3"
